is_real_estate_post,area_LLM,bedroom_LLM,total_room_LLm,wc_LLM,count_conveniences,alleyway_property,under_mortgage,residential_purpose,furnished,has_lowerlevel,has_rooftop,numbers_of_floors,street_name,article_id
1.0,75.1,3.0,5.0,4.0,2,1.0,1.0,1.0,1.0,1.0,0.0,2.0,Nguyễn Văn Khối,275318.0
1.0,,4.0,,1.0,4,1.0,,,,,1.0,5.0,,275317.0
1.0,42.0,4.0,4.0,4.0,0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,Lê Văn Sỹ,275315.0
1.0,68.0,4.0,4.0,1.0,0,1.0,,1.0,1.0,,1.0,5.0,Nguyễn Suý,275313.0
1.0,45.0,,,,0,,,,,,1.0,4.0,Vòng xoay Hàng xanh,275312.0
1.0,44.0,2.0,3.0,2.0,0,1.0,,,,,,2.0,Thích Quảng Đức,275305.0
1.0,76.0,,,,1,,1.0,,,,1.0,4.0,LÊ VĂN QUỚI,275302.0
1.0,48.0,,,,0,1.0,,,1.0,1.0,,8.0,Trần Quang Diệu,275301.0
1.0,123.0,,,,1,1.0,,,,,,3.0,Đường 339,275297.0
1.0,196.0,12.0,12.0,,4,1.0,,1.0,1.0,,,2.0,Đỗ Xuân Hợp,275296.0
1.0,50.0,1.0,3.0,1.0,1,1.0,,,,,,1.0,Đường 339,275295.0
1.0,,2.0,,3.0,2,1.0,1.0,1.0,,,1.0,3.0,Đường 79,275294.0
1.0,,3.0,4.0,2.0,1,,1.0,,,,,2.0,Đường Hồ Bá Phấn,275292.0
1.0,,5.0,,6.0,3,1.0,,,,,,3.0,,275291.0
1.0,123.0,,,,1,1.0,,,,,,2.0,Đường 339,275290.0
1.0,196.0,12.0,12.0,,5,1.0,,,1.0,,1.0,2.0,Đường 339,275289.0
1.0,196.0,12.0,12.0,,5,1.0,,1.0,1.0,,1.0,2.0,Đường 339,275288.0
1.0,50.0,1.0,3.0,1.0,1,1.0,,,,,,1.0,Đường 339,275287.0
1.0,,2.0,,3.0,3,1.0,1.0,1.0,,,1.0,3.0,đường 79,275286.0
1.0,,3.0,4.0,2.0,1,,,,,,,2.0,Hồ Bá Phấn,275285.0
1.0,,5.0,6.0,6.0,3,1.0,,,,,,2.0,Đình Phong Phú,275284.0
1.0,50.0,3.0,3.0,3.0,0,1.0,,,,,,2.0,Phạm Văn Chiêu,275283.0
1.0,42.125,2.0,4.0,2.0,0,1.0,,1.0,,,,2.0,Huỳnh Văn Bánh,275281.0
1.0,42.125,2.0,4.0,2.0,0,1.0,,1.0,,,,2.0,Huỳnh Văn Bánh,275280.0
1.0,42.0,4.0,4.0,4.0,0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,Lê Văn Sỹ,275279.0
1.0,24.32,2.0,4.0,3.0,1,1.0,,,,,,2.0,,275278.0
1.0,36.4,2.0,2.0,3.0,2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,Nguyễn Đình Chính,275277.0
1.0,,2.0,,2.0,1,1.0,,1.0,,,,3.0,Lê Văn Thọ,275274.0
1.0,60.0,10.0,10.0,10.0,4,,,,,,,5.0,Nguyễn Xí,275273.0
1.0,60.0,10.0,10.0,10.0,4,,,,,,,5.0,Nguyễn Xí,275272.0
1.0,48.4,2.0,3.0,2.0,2,1.0,,,,,,2.0,Tân Quý,275271.0
1.0,100.0,,,,1,1.0,,,,,,,Nguyễn Văn Quá,275270.0
1.0,41.0,5.0,5.0,3.0,0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,Thống Nhất,275269.0
1.0,42.0,4.0,4.0,4.0,0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,Lê Văn Thọ,275268.0
1.0,130.0,6.0,6.0,,1,,,,,,1.0,3.0,Bàu Cát,275267.0
1.0,58.0,3.0,,,4,1.0,,1.0,,1.0,,2.0,,275266.0
1.0,52.0,4.0,11.0,7.0,1,1.0,0.0,1.0,1.0,1.0,1.0,2.0,Phan Huy Ích,275265.0
1.0,31.0,4.0,4.0,3.0,0,1.0,,1.0,,,,4.0,Âu Dương Lân,275264.0
1.0,125.0,,,,0,,,,,,,0.0,Ba Đình,275263.0
1.0,42.0,2.0,3.0,,1,1.0,,,,,,2.0,Vườn Chuối,275262.0
1.0,,3.0,4.0,2.0,1,,1.0,,,,,2.0,Đường Hồ Bá Phấn,275258.0
1.0,,5.0,,6.0,3,1.0,,,,,,2.0,Đình Phong Phú,275257.0
1.0,196.0,12.0,12.0,,5,1.0,,1.0,1.0,,,4.0,Đường 339,275256.0
1.0,123.0,,,,1,1.0,,,,,,2.0,Đường 339,275255.0
1.0,50.0,1.0,3.0,1.0,1,1.0,,,,,,1.0,Đường Đỗ Xuân Hợp,275254.0
1.0,,2.0,5.0,3.0,2,1.0,1.0,1.0,,,1.0,3.0,Đường 79,275253.0
1.0,,3.0,4.0,2.0,1,,1.0,,,,,2.0,Đường Hồ Bá Phấn,275252.0
1.0,,3.0,4.0,2.0,2,,1.0,,,,,2.0,Đường Hồ Bá Phấn,275251.0
1.0,,5.0,7.0,6.0,3,1.0,,1.0,,1.0,1.0,2.0,Đình Phong Phú,275250.0
1.0,123.0,,,,1,1.0,,,,,1.0,2.0,Đỗ Xuân Hợp,275249.0
1.0,196.0,12.0,12.0,,4,1.0,,1.0,1.0,,,2.0,Đường 339,275248.0
1.0,136.0,,,,2,,,,,,,0.0,Láng The,275247.0
1.0,,3.0,,2.0,3,1.0,,1.0,,,,2.0,Đường Phố Nướng Tân Sơn Nhì,275246.0
1.0,101.0,4.0,6.0,,2,,,,,,,2.0,Hiền Vương,275245.0
1.0,95.0,,,,5,,,,,,,2.0,,275244.0
1.0,15.75,2.0,,3.0,5,1.0,,1.0,,,,3.0,Phan Đăng Lưu,275242.0
1.0,68.0,2.0,2.0,2.0,3,1.0,,,,,,1.0,Cầu Bà Lát,275241.0
1.0,123.0,3.0,,,1,1.0,,,,,,2.0,Đường 339,275240.0
1.0,196.0,12.0,12.0,,5,1.0,,1.0,1.0,,,2.0,Đỗ Xuân Hợp,275239.0
1.0,50.0,1.0,3.0,1.0,1,1.0,,,,,,1.0,Đường 339,275238.0
1.0,50.0,1.0,3.0,1.0,1,1.0,,,,,,1.0,Đường 339,275237.0
1.0,,2.0,5.0,3.0,2,1.0,1.0,1.0,,,1.0,3.0,Đường 79,275236.0
1.0,,3.0,4.0,2.0,1,,1.0,,,,,2.0,Đường Hồ Bá Phấn,275235.0
1.0,,5.0,,6.0,3,1.0,,,,,,2.0,Đình Phong Phú,275234.0
1.0,123.0,,,,1,1.0,,,,,1.0,2.0,Đường 339,275233.0
1.0,196.0,12.0,12.0,,4,1.0,,1.0,1.0,,,3.0,Đường 339,275232.0
1.0,50.0,1.0,3.0,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Đường 339,275231.0
1.0,,2.0,5.0,3.0,2,1.0,1.0,1.0,,,1.0,3.0,Đường 79,275230.0
1.0,,3.0,4.0,2.0,1,,1.0,,,,,2.0,Đường Hồ Bá Phấn,275229.0
1.0,115.0,,,,3,,1.0,1.0,,,,0.0,,275228.0
1.0,683.0,,,,3,1.0,,1.0,,,,0.0,Đường Cây Keo,275227.0
1.0,,5.0,,6.0,3,1.0,,,,,,3.0,Đình Phong Phú,275226.0
1.0,75.0,5.0,,,0,1.0,,,,,1.0,3.0,Luỹ Bán Bích,275219.0
1.0,243.2,7.0,7.0,5.0,1,1.0,1.0,1.0,,1.0,1.0,3.0,Âu Dương Lân,275218.0
1.0,45.0,,,,7,,,1.0,,,,1.0,Kinh Dương Vương,275217.0
1.0,105.0,4.0,4.0,5.0,3,1.0,0.0,1.0,,,1.0,3.0,Võ Liêm Sơn,275214.0
1.0,155.0,,,,0,,,,,,,0.0,ĐƯỜNG BÀU TRÂM,275211.0
1.0,284.0,3.0,3.0,1.0,5,1.0,,1.0,0.0,,,,Bùi Thị He,275207.0
1.0,106.0,,,,2,,,,,,,0.0,Đào Trinh Nhất,275204.0
1.0,196.0,12.0,12.0,,5,1.0,,,1.0,,,2.0,Đỗ Xuân Hợp,275197.0
1.0,50.0,1.0,3.0,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Đường Đỗ Xuân Hợp,275196.0
1.0,50.0,1.0,3.0,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Đường 339,275195.0
1.0,,2.0,5.0,3.0,3,1.0,1.0,1.0,0.0,0.0,1.0,3.0,Đường 79,275194.0
1.0,55.0,1.0,2.0,1.0,2,,,,1.0,,,0.0,Đỗ Xuân Hợp,275188.0
1.0,45.0,2.0,,2.0,4,1.0,,1.0,,,,2.0,Bạch Đằng,275187.0
1.0,64.9,,,,2,1.0,,,,,,,Bùi Tư Toàn,275184.0
1.0,64.9,,,,2,1.0,,,,,,,Bùi Tư Toàn,275183.0
1.0,43.86,2.0,,2.0,5,1.0,,1.0,,,1.0,2.0,Phan Đăng Lưu,275176.0
1.0,75.0,5.0,5.0,,0,1.0,,,1.0,,1.0,4.0,Luỹ Bán Bích,275172.0
1.0,60.0,,,,3,1.0,,1.0,,,,0.0,Đặng Thùy Trâm,275161.0
1.0,40.0,2.0,,2.0,4,1.0,,1.0,,,,2.0,Hàng Xanh,275159.0
1.0,75.0,,,,1,,,1.0,,,,0.0,Đường Số 12,275155.0
1.0,72.0,5.0,,,0,1.0,,1.0,,,1.0,4.0,,275154.0
1.0,66.0,4.0,,,3,,,1.0,,,,3.0,Phạm Văn Đồng,275142.0
1.0,37.0,2.0,2.0,3.0,2,1.0,,,,,,3.0,BÙI DƯƠNG LỊCH,275139.0
1.0,60.0,8.0,8.0,,4,1.0,,,1.0,1.0,1.0,6.0,Nguyễn Cảnh Dị,275137.0
1.0,40.0,2.0,,,1,1.0,,,,,,2.0,Hồng Lạc,275134.0
1.0,38.0,4.0,4.0,4.0,2,1.0,,1.0,,,,2.0,Nơ Trang Long,275128.0
1.0,68.0,4.0,4.0,3.0,2,1.0,0.0,1.0,0.0,0.0,1.0,3.0,LÊ VĂN QUỚI,275120.0
1.0,66.0,3.0,5.0,,1,1.0,,,,1.0,1.0,2.0,Đường số 7 Linh Trung,275119.0
1.0,,5.0,,,2,1.0,,1.0,,,1.0,3.0,Trần Văn Quang,275117.0
1.0,160.0,3.0,,,0,,,,1.0,,,10.0,,275111.0
1.0,52.0,2.0,2.0,2.0,0,1.0,,1.0,,,,2.0,Phan Huy ích,275110.0
,,,,,0,,,,,,,0.0,,275108.0
1.0,151.0,,,,4,,,,,,,0.0,Võ Thị Nhúa,275106.0
1.0,90.0,,,,5,,,1.0,,,,,Nguyễn Hữu Thọ,275103.0
1.0,70.0,,,,1,,,1.0,,,,0.0,Ngô Chí Quốc,275101.0
1.0,196.0,12.0,12.0,,5,1.0,,1.0,1.0,,,3.0,Đỗ Xuân Hợp,275100.0
1.0,50.0,1.0,3.0,1.0,1,1.0,,,,,,1.0,Đường 339,275099.0
1.0,,5.0,,6.0,3,1.0,,,,,,3.0,Đình Phong Phú,275098.0
1.0,74.0,3.0,,3.0,1,1.0,,,,,,3.0,Phạm Văn Chiêu,275095.0
1.0,48.0,3.0,,,0,1.0,,,1.0,,,2.0,Phường 15 Tân Bình,275094.0
1.0,48.0,3.0,,,0,1.0,,,1.0,,,2.0,Phường 15 Tân Bình,275093.0
1.0,137.0,,,,2,,,,,,,,Đường Số 85,275091.0
1.0,128.0,,,,1,1.0,1.0,1.0,,,,0.0,Đường Cây Da,275090.0
1.0,48.0,2.0,2.0,2.0,2,1.0,,1.0,,,,2.0,Thông Tô Ký,275086.0
1.0,48.0,2.0,2.0,2.0,2,1.0,,1.0,,,,2.0,Tô Ký,275084.0
1.0,30.0,,,,0,1.0,,,,,1.0,3.0,Nguyễn Cảnh Chân,275082.0
1.0,80.0,,,,2,1.0,,,1.0,,1.0,4.0,Phạm Văn Chiêu,275081.0
1.0,66.0,3.0,,,0,1.0,,,,,,2.0,TÂN HÒA ĐÔNG,275078.0
1.0,66.0,3.0,,,0,1.0,,,,,,2.0,TÂN HÒA ĐÔNG,275077.0
1.0,130.0,,,,0,,,,,1.0,1.0,5.0,Ni Sư Huỳnh Liên,275076.0
1.0,65.0,3.0,5.0,3.0,0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,,275072.0
1.0,45.1,2.0,3.0,,0,1.0,,,,1.0,,1.0,Âu Cơ,275068.0
1.0,70.0,2.0,,,0,1.0,,,,,,2.0,đường số 7,275067.0
1.0,65.0,,,,0,,,,,,,0.0,,275065.0
1.0,65.0,,,,0,,,,,,,0.0,,275064.0
1.0,50.0,3.0,,3.0,1,1.0,,1.0,,,1.0,4.0,Tô Hiến Thành,275063.0
1.0,80.0,4.0,4.0,,0,,,,1.0,,1.0,4.0,Khu Tên Lửa,275057.0
1.0,60.0,,,,4,1.0,,,,,,2.0,LÊ VĂN QUỚI,275054.0
1.0,132.0,,,,2,1.0,,,,1.0,,2.0,LÊ VĂN QUỚI,275053.0
1.0,32.0,,,,0,1.0,,,,,,4.0,Nguyễn Cảnh Chân,275052.0
1.0,78.0,4.0,,,0,1.0,,,,,,3.0,Lê Đình Cẩn,275051.0
1.0,1200.0,,,,0,,,,,,,0.0,Đường Liên Phường,275041.0
1.0,42.0,,,,1,,,,,1.0,,,,275037.0
1.0,46.0,2.0,2.0,2.0,1,1.0,,1.0,,,,2.0,Phạm Văn Chiêu,275035.0
1.0,72.0,4.0,5.0,,0,,,1.0,,,1.0,2.0,Tân Chánh Hiệp,275033.0
1.0,38.0,4.0,6.0,3.0,0,,,1.0,1.0,1.0,1.0,4.0,Lê Đức Thọ,275029.0
1.0,101.0,2.0,,2.0,2,,,,1.0,,,,Xa Lộ Hà Nội,275024.0
1.0,90.0,,,,3,1.0,1.0,,,,,,Lê Văn Việt,275023.0
1.0,90.0,,,,3,1.0,1.0,,,,,0.0,Lê Văn Việt,275022.0
1.0,72.0,3.0,,2.0,1,,,,,,,2.0,LÊ VĂN VIỆT,275017.0
1.0,65.0,,,,0,1.0,,,,,,0.0,Vân Côi,275015.0
1.0,40.0,,,,2,1.0,,1.0,,,,2.0,Vũ Tùng,275011.0
1.0,64.0,3.0,,,0,1.0,,,,,,3.0,TRẦN QUANG CƠ,275008.0
,,,,,2,,,,,,,,Quận 9,275007.0
1.0,60.2,3.0,3.0,4.0,1,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Đề Thám,275006.0
1.0,80.0,2.0,5.0,2.0,4,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Trần Văn Giàu,275005.0
1.0,50.0,4.0,4.0,4.0,5,1.0,0.0,1.0,0.0,1.0,1.0,2.0,ĐẤT MỚI,275002.0
1.0,80.0,,,,5,1.0,,,,,,2.0,HƯƠNG LỘ 2,274999.0
1.0,60.0,,,,4,1.0,,,,,,2.0,LÊ VĂN QUỚI,274998.0
1.0,59.0,,,,1,1.0,,1.0,,,,2.0,Đề Thám,274997.0
1.0,56.0,,,,4,1.0,,,,,,,LÔ TƯ,274995.0
1.0,48.0,,,,5,1.0,,,,,,2.0,LÊ VĂN QUỚI,274993.0
1.0,61.0,4.0,4.0,,1,1.0,,,1.0,1.0,1.0,3.0,TÔ HIỆU,274987.0
1.0,75.0,4.0,4.0,5.0,4,1.0,1.0,1.0,,,1.0,2.0,Bông Sao,274982.0
1.0,74.0,,,,3,1.0,,1.0,,,,,đường 26 tháng 3,274976.0
1.0,42.0,2.0,3.0,,1,,,1.0,,,,2.0,Nguyễn Bá Tòng,274972.0
1.0,135.0,4.0,,3.0,0,,,,,,1.0,2.0,TÂN HOÀ ĐÔNG,274971.0
1.0,44.0,2.0,,2.0,2,1.0,,,,,,2.0,Hồ Văn Long,274966.0
1.0,44.0,2.0,,2.0,2,1.0,,,,,,2.0,Hồ Văn Long,274965.0
1.0,36.0,2.0,,2.0,3,,,,,,,2.0,,274964.0
1.0,36.0,2.0,,2.0,3,,,,,,,2.0,,274963.0
1.0,23.0,,,,1,1.0,,,,,,3.0,Điện Biên Phủ,274962.0
1.0,23.0,,,,1,1.0,,,,,,3.0,ĐIỆN BIÊN PHỦ,274961.0
1.0,240.0,6.0,6.0,7.0,1,,,,,,1.0,3.0,,274952.0
1.0,56.0,3.0,,2.0,2,1.0,,1.0,,,,2.0,Nguyễn Văn Quá,274950.0
1.0,131.0,3.0,,,5,1.0,,1.0,,,,2.0,Lê Văn Quới,274947.0
1.0,35.0,1.0,,,5,,,1.0,,,,21.0,,274944.0
1.0,,2.0,,,1,1.0,,,1.0,,,2.0,Sơn Kỳ,274943.0
1.0,150.0,2.0,4.0,2.0,3,,,1.0,,,,2.0,Trần Văn Giàu,274940.0
1.0,45.0,,,,0,1.0,,1.0,,,,0.0,Hiệp Thành,274935.0
1.0,162.0,,,,0,,,,,1.0,,5.0,Phan Kế Bính,274926.0
1.0,247.0,,,,0,,,,,,,0.0,Đ.Trần Quang Khải,274924.0
1.0,80.0,4.0,,3.0,0,,,,,,,3.0,Phạm Văn Chiêu,274921.0
1.0,56.0,4.0,,,1,,,,,,,2.0,Võ Văn Kiệt,274917.0
1.0,65.0,3.0,5.0,3.0,1,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Chu Văn An,274915.0
1.0,50.4,8.0,8.0,5.0,1,1.0,,1.0,1.0,,,5.0,Đường Lý Chính Thắng,274914.0
1.0,360.0,,,,0,,,,1.0,1.0,1.0,3.0,,274909.0
1.0,360.0,,,,0,,,,1.0,1.0,1.0,3.0,,274908.0
1.0,141.9,,,,0,1.0,,1.0,,,,2.0,Đào Duy Anh Hồ Văn Huê,274906.0
1.0,0.0,,,,1,1.0,,1.0,,,,0.0,Trường Chinh,274905.0
1.0,198.0,,,,0,,1.0,,1.0,1.0,1.0,4.0,Quốc Lộ 13,274904.0
1.0,85.3,4.0,6.0,5.0,4,1.0,0.0,1.0,1.0,1.0,1.0,3.0,Hưng Phú,274901.0
1.0,88.4,12.0,12.0,13.0,4,1.0,0.0,1.0,0.0,0.0,1.0,4.0,Âu Dương Lân,274896.0
1.0,75.0,,,,5,1.0,,,,1.0,,5.0,Huỳnh Tịnh Của,274895.0
1.0,100.0,,,,1,1.0,1.0,1.0,,,,0.0,,274891.0
1.0,65.0,8.0,8.0,8.0,0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,Dương Quảng Hàm,274889.0
1.0,60.0,3.0,,,0,1.0,,,,,,,Lý Chính Thắng,274888.0
1.0,60.0,3.0,,,0,1.0,,,,,,,Lý Chính Thắng,274887.0
1.0,36.6,3.0,3.0,5.0,0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,,274883.0
1.0,60.0,3.0,3.0,3.0,3,1.0,0.0,1.0,1.0,1.0,0.0,2.0,Lê Ngô Cát,274882.0
1.0,52.0,2.0,3.0,2.0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,GÒ DẦU,274880.0
1.0,185.0,4.0,6.0,5.0,4,1.0,,,,1.0,1.0,3.0,Hẻm 914 P. Hiệp Bình Phước TP. Thủ Đức,274878.0
1.0,185.0,4.0,6.0,5.0,4,1.0,,1.0,,1.0,1.0,2.0,Hẻm 914 P. Hiệp Bình Phước,274877.0
1.0,100.0,,,,0,1.0,,,,1.0,1.0,5.0,Đường số 51,274873.0
1.0,44.4,2.0,5.0,2.0,0,1.0,,,,,,2.0,Phạm Phú Thứ,274871.0
1.0,80.0,6.0,6.0,7.0,1,,,,1.0,,1.0,4.0,Hoàng Hoa Thám,274869.0
1.0,72.0,3.0,,2.0,1,1.0,,,,,,2.0,LÊ VĂN VIỆT,274857.0
1.0,72.0,3.0,,2.0,1,1.0,,,,,,2.0,LÊ VĂN VIỆT,274856.0
1.0,101.0,2.0,2.0,2.0,2,,,,1.0,,,,Xa Lộ Hà Nội,274854.0
1.0,68.0,4.0,5.0,4.0,3,1.0,,1.0,1.0,,1.0,2.0,Đường Nguyễn Văn Khối,274853.0
1.0,42.0,4.0,4.0,3.0,2,1.0,,1.0,,,,3.0,Võ Duy Ninh,274850.0
1.0,72.0,4.0,4.0,5.0,1,1.0,,,1.0,1.0,1.0,4.0,Tô Hiệu,274839.0
1.0,168.0,,,,2,,,,,1.0,1.0,5.0,Lê Văn Việt,274836.0
1.0,103.0,,,,0,,,,,,,3.0,Bùi Thị Xuân,274833.0
,,,,,0,,,,,,,0.0,,274831.0
1.0,93.0,3.0,,,3,1.0,,1.0,,,,,Quang Trung,274829.0
1.0,64.0,,,,1,1.0,,,,,,,,274825.0
1.0,1200.0,,,,0,,,,,,,0.0,Đường Liên Phường,274813.0
1.0,230.0,,,,2,,,,,,,3.0,Phạm Văn Đồng,274808.0
1.0,19.94,2.0,3.0,2.0,1,1.0,,,1.0,1.0,,3.0,Lê Trực,274807.0
1.0,56.0,3.0,5.0,2.0,0,,,,,,1.0,4.0,BÙI HỮA NGHĨA,274803.0
1.0,232.0,,,,1,1.0,,1.0,,,,0.0,,274801.0
1.0,56.0,2.0,4.0,2.0,0,1.0,,,,,,2.0,Thạnh Xuân 25,274800.0
1.0,182.6,2.0,,2.0,2,,,,,,,,Suối Lội,274799.0
1.0,45.0,4.0,9.0,4.0,1,1.0,,1.0,0.0,1.0,1.0,3.0,Quang Trung,274798.0
,,,,,0,,,,,,,0.0,,274794.0
1.0,42.0,,,,1,,,,,1.0,,,,274791.0
1.0,100.0,,,,0,1.0,,1.0,,,,2.0,Lê Đức Thọ,274789.0
1.0,107.0,3.0,,,1,,0.0,1.0,,,,,,274784.0
1.0,52.0,4.0,4.0,3.0,3,1.0,,,,,,2.0,Lò Lu,274779.0
1.0,87.0,4.0,7.0,5.0,0,1.0,,,,,,3.0,Quang Trung,274777.0
1.0,40.0,3.0,6.0,2.0,0,,,,,,1.0,2.0,LÊ VĂN KHƯƠNG,274776.0
1.0,101.0,2.0,3.0,,0,1.0,,,,,,2.0,Trần Quốc Thảo,274773.0
1.0,52.93,,,,0,1.0,,1.0,,,,3.0,Nguyễn Tư Giản,274764.0
1.0,9.5,3.0,3.0,3.0,5,1.0,,,,,,1.0,Ba Vân,274758.0
1.0,90.8,7.0,7.0,6.0,0,1.0,,,,,1.0,4.0,Trường Sa,274756.0
1.0,,,,,3,1.0,,1.0,,1.0,,5.0,Nguyễn Phúc Chu,274754.0
1.0,90.0,4.0,5.0,5.0,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,Phạm Văn Chiêu,274750.0
1.0,44.0,4.0,6.0,6.0,0,1.0,,,1.0,1.0,,3.0,,274747.0
1.0,35.0,1.0,,,4,,,,,,,,,274745.0
1.0,445.0,,16.0,,0,1.0,,,,1.0,,4.0,P. Linh Đông,274740.0
1.0,80.0,,,,3,,,1.0,,,,,Võ Văn Kiệt,274739.0
1.0,210.0,8.0,8.0,,2,1.0,,,,,1.0,4.0,Bình Lợi,274733.0
1.0,65.0,,,,5,,,1.0,,,,,Trương Đình Hội,274732.0
1.0,35.0,1.0,,,4,,,,,,,21.0,,274731.0
1.0,56.0,4.0,4.0,,1,1.0,,,,,,3.0,Tên Lửa,274730.0
1.0,,,,,0,,,,,,,0.0,,274725.0
,,,,,0,,,,,,,0.0,,274723.0
1.0,35.0,2.0,4.0,3.0,2,1.0,,1.0,,,,2.0,Nguyễn Thiện Thuật,274720.0
1.0,64.0,6.0,6.0,7.0,1,1.0,,1.0,1.0,1.0,1.0,4.0,Phạm Văn Chiêu,274719.0
1.0,68.8,4.0,7.0,5.0,1,1.0,,1.0,,1.0,,4.0,Lê Văn Quới,274717.0
1.0,46.0,,,,0,1.0,,,,,1.0,2.0,Thống Nhất Đường Số 8,274715.0
1.0,63.0,2.0,5.0,2.0,0,1.0,,,,,,2.0,Tân Thành,274714.0
1.0,75.0,4.0,,3.0,0,,,,,,,2.0,Bà Hom,274713.0
1.0,1247.0,,,,1,,,,,,,0.0,Quốc lộ 1A,274712.0
1.0,35.0,1.0,,,5,,,,,,,21.0,,274699.0
1.0,55.0,1.0,2.0,1.0,2,,,,1.0,,,0.0,Đỗ Xuân Hợp,274698.0
1.0,52.0,1.0,2.0,1.0,4,,,1.0,1.0,,,,Đường Võ Chí Công,274696.0
1.0,,3.0,,2.0,4,1.0,,1.0,,,,2.0,Tây Thạnh,274691.0
1.0,,2.0,,,4,,1.0,1.0,,,,,,274690.0
1.0,51.2,3.0,,4.0,0,1.0,,1.0,,1.0,,3.0,Lê Quang Định,274685.0
1.0,82.0,2.0,,2.0,5,,,,1.0,,,,Đường Song Hành,274684.0
1.0,168.0,,,,1,1.0,,,,1.0,,1.0,Kha Vạn Cân,274674.0
1.0,72.0,4.0,,1.0,1,1.0,,,1.0,,1.0,5.0,Nguyễn Suý,274671.0
1.0,57.0,4.0,,,1,1.0,,,,,,3.0,Võ Văn Kiệt,274670.0
1.0,151.6,5.0,6.0,4.0,2,1.0,,1.0,,,,3.0,Nguyễn Lâm,274662.0
1.0,35.0,2.0,4.0,2.0,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Phan Đình Phùng,274661.0
1.0,35.0,2.0,4.0,2.0,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Phan Đình Phùng,274660.0
1.0,23.2,,,,0,1.0,0.0,1.0,,,,2.0,Cư Xá Đô Thành Quận 3,274659.0
1.0,91.0,5.0,7.0,4.0,0,1.0,,1.0,,1.0,1.0,4.0,Hàn Thuyên,274654.0
1.0,30.0,2.0,,3.0,2,,,,,,,3.0,Trường Sa,274652.0
1.0,40.0,3.0,,,2,,,,,,,3.0,Lê Văn Sỹ,274650.0
1.0,54.4,4.0,6.0,5.0,3,1.0,1.0,1.0,1.0,0.0,0.0,2.0,Huỳnh Tấn Phát,274649.0
1.0,90.0,,,,0,1.0,,,1.0,,,5.0,MT HƯƠNG LỘ 2,274644.0
1.0,167.0,,,,3,,,1.0,,,,0.0,Ba Sa,274642.0
1.0,100.0,2.0,3.0,,0,1.0,,,,,,1.0,,274641.0
1.0,108.0,,,,0,1.0,,,,,,3.0,Lê Văn Sỹ,274639.0
1.0,63.0,,,,1,1.0,,1.0,,1.0,,2.0,Lê Quang Định,274634.0
1.0,52.0,,,,0,1.0,,1.0,,1.0,,2.0,Thống Nhất,274632.0
1.0,35.0,1.0,,,0,,,,,,,,,274630.0
1.0,90.0,6.0,7.0,,0,1.0,,,,,1.0,4.0,LÊ VĂN QUỚI,274628.0
1.0,115.0,,,,0,1.0,,,,,,2.0,Thích Quảng Đức,274624.0
1.0,60.4,4.0,6.0,5.0,0,1.0,,,1.0,,1.0,5.0,Quang Trung,274615.0
1.0,54.0,,,,1,1.0,,1.0,,,,3.0,Nguyễn Văn Đậu,274614.0
1.0,48.0,2.0,,,0,,,,1.0,1.0,,1.0,đường Lê Tấn Bê,274613.0
1.0,61.0,3.0,7.0,,0,,,,1.0,1.0,,2.0,Đường số 7,274612.0
1.0,31.45,2.0,3.0,,3,1.0,,,,,,2.0,,274611.0
1.0,75.0,,,,1,,,,,,,,Bùi Hữu Nghĩa,274606.0
1.0,60.0,4.0,3.0,,4,1.0,,,,,1.0,3.0,Nơ Trang Long,274604.0
1.0,60.0,4.0,3.0,,3,1.0,,,,,1.0,3.0,Nơ Trang Long,274603.0
1.0,38.0,2.0,4.0,3.0,0,1.0,,,1.0,1.0,,3.0,Hoàng Hoa Thám,274602.0
1.0,200.0,,,,0,1.0,,,,,,0.0,,274600.0
1.0,42.0,4.0,4.0,4.0,0,1.0,,1.0,,1.0,1.0,4.0,Xô Viết Nghệ Tĩnh,274599.0
1.0,60.0,3.0,3.0,3.0,0,1.0,,,,,,2.0,TĂNG NHƠN PHÚ B,274598.0
1.0,14.0,,,,4,1.0,,,,,,2.0,Thích Quảng Đức,274597.0
1.0,55.0,4.0,4.0,4.0,3,1.0,,,,,,3.0,Võ Duy Ninh,274596.0
1.0,107.0,3.0,,,0,,0.0,,,,,,,274594.0
